2986	183587	196.963	196.293	197.632
3140	183597	-133.262	-134.885	-131.64
3679	183631	-131.287	-131.748	-130.826
3705	183631	198.713	197.291	200.135
4064	183652	195.762	193.703	197.821

2965	183587	-75.5372	-77.8122	-73.2622
2989	183587	234.463	234.448	234.478
3324	183608	-78.4876	-79.5472	-77.428
3528	183618	236.287	234.383	238.192
3863	183641	-76.5124	-77.665	-75.3598
3887	183641	233.488	232.448	234.527
4222	183662	-79.4628	-81.0815	-77.8441


3332	183608	26.5124	26.2349	26.7899
3344	183608	176.512	175.456	177.569
3703	183631	173.713	171.627	175.799
3871	183641	28.4876	26.5143	30.4609
4230	183662	25.5372	24.7715	26.3029
4242	183662	175.537	175.058	176.017

3171	183597	264.238	262.175	266.301
3710	183631	266.213	266.213	266.213
4249	183662	268.037	266.204	269.871

2968	183587	-38.0372	-38.7709	-37.3035
3327	183608	-40.9876	-43.2978	-38.6774
3866	183641	-39.0124	-39.5499	-38.4749

2984	183587	166.963	164.535	169.39
3152	183597	21.7376	20.3234	23.1518
3882	183641	165.988	164.791	167.184
4050	183652	20.7624	20.148	21.3768

2964	183587	-88.0372	-90.1704	-85.904
2969	183587	-25.5372	-27.7695	-23.3049
2999	183587	359.463	357.035	361.891
3179	183597	364.238	361.809	366.666
3323	183608	-90.9876	-91.7774	-90.1978
3508	183618	-23.7128	-24.2173	-23.2083
3538	183618	361.287	360.642	361.932
3862	183641	-89.0124	-90.381	-87.6438
4047	183652	-21.7376	-23.5811	-19.8941
4077	183652	363.262	362.176	364.349
4221	183662	-91.9628	-93.5972	-90.3284

2973	183587	29.4628	28.2978	30.6278
3512	183618	31.2872	30.6597	31.9147
3871	183641	28.4876	26.2967	30.6785

2984	183587	166.963	166.251	167.675
2987	183587	209.463	207.675	211.25
3308	183608	-283.488	-285.065	-281.91
3346	183608	206.512	204.907	208.118
3523	183618	168.787	167.906	169.669
3667	183631	-286.287	-287.21	-285.365
3882	183641	165.988	164.219	167.757
4065	183652	208.262	208.262	208.262
4206	183662	-284.463	-285.162	-283.763

2969	183587	-25.5372	-27.7019	-23.3725
3171	183597	264.238	264.202	264.273
3508	183618	-23.7128	-24.1053	-23.3203
3710	183631	266.213	264.391	268.034
4047	183652	-21.7376	-23.4419	-20.0333
4069	183652	263.262	262.136	264.389


2971	183587	4.4628	3.93456	4.99104
3164	183597	171.738	170.54	172.935
3510	183618	6.2872	5.22013	7.35427
3523	183618	168.787	167.061	170.514
4049	183652	3.2624	1.4749	5.0499
4062	183652	170.762	170.762	170.762

2966	183587	-63.0372	-64.583	-61.4914
3164	183597	171.738	169.803	173.672
3169	183597	239.238	238.852	239.624
3505	183618	-61.2128	-62.7528	-59.6728
3703	183631	173.713	173.713	173.713
3708	183631	241.213	239.576	242.849
3864	183641	-64.0124	-65.0695	-62.9553
4067	183652	238.262	236.578	239.947
4242	183662	175.537	173.419	177.655

2973	183587	29.4628	27.5521	31.3735
3355	183608	319.012	318.355	319.67
3512	183618	31.2872	31.2872	31.2872
3894	183641	320.988	319.514	322.461
4051	183652	33.2624	31.3009	35.2239
4253	183662	318.037	316.664	319.41



2965	183587	-75.5372	-77.392	-73.6824
3324	183608	-78.4876	-79.2713	-77.7039
3863	183641	-76.5124	-77.6719	-75.3529
3882	183641	165.988	164.347	167.628
4222	183662	-79.4628	-81.1752	-77.7504

2973	183587	29.4628	29.3238	29.6018
3512	183618	31.2872	29.0259	33.5485
3871	183641	28.4876	27.5882	29.387

2993	183587	284.463	283.904	285.022
3150	183597	-3.2624	-4.69658	-1.82822
3532	183618	286.287	285.798	286.776
3869	183641	-1.5124	-2.11372	-0.911085
3891	183641	283.488	281.38	285.596
4228	183662	-4.4628	-6.9628	-1.9628

3168	183597	226.738	226.517	226.958
3707	183631	228.713	227.364	230.062
4066	183652	225.762	224.121	227.403

3181	183597	389.238	387.919	390.556
3329	183608	-15.9876	-15.9876	-15.9876
3540	183618	386.287	384.52	388.055
3868	183641	-14.0124	-15.4332	-12.5916
4079	183652	388.262	388.262	388.262
4227	183662	-16.9628	-18.4618	-15.4638


2968	183587	-38.0372	-39.5009	-36.5735
3327	183608	-40.9876	-42.7611	-39.2141
3866	183641	-39.0124	-39.8843	-38.1405
4225	183662	-41.9628	-44.1193	-39.8063

3345	183608	189.012	188.292	189.733
3704	183631	186.213	184.014	188.412
4243	183662	188.037	187.012	189.062

3172	183597	276.738	275.084	278.391
3313	183608	-220.988	-221.407	-220.568
3525	183618	193.787	192.016	195.559
3531	183618	273.787	272.196	275.378
3852	183641	-219.012	-221.009	-217.015
3884	183641	190.988	188.488	193.488
4070	183652	275.762	275.762	275.762
4211	183662	-221.963	-222.862	-221.063


3345	183608	189.012	187.059	190.966
3884	183641	190.988	190.988	190.988

2989	183587	234.463	232.324	236.602
3153	183597	34.2376	31.9405	36.5347
3528	183618	236.287	235.511	237.063
3692	183631	36.2128	36.2128	36.2128
4067	183652	238.262	236.979	239.546

3147	183597	-45.7624	-47.8578	-43.667
3356	183608	331.512	329.745	333.28
3504	183618	-73.7128	-75.2634	-72.1622
3686	183631	-43.7872	-43.7872	-43.7872
3715	183631	328.713	327.793	329.632
4043	183652	-71.7376	-71.8138	-71.6614
4225	183662	-41.9628	-43.7133	-40.2123
4254	183662	330.537	329.678	331.396



2986	183587	196.963	195.552	198.374
3509	183618	-11.2128	-11.2128	-11.2128
3705	183631	198.713	198.447	198.978
4048	183652	-9.2376	-11.0977	-7.37752
4244	183662	200.537	198.45	202.624

3164	183597	171.738	171.104	172.371
3523	183618	168.787	166.287	171.287
4062	183652	170.762	170.261	171.264


2970	183587	-8.0372	-9.10796	-6.96644
2973	183587	29.4628	27.1521	31.7735
3169	183597	239.238	237.624	240.851
3332	183608	26.5124	25.7174	27.3074
3689	183631	-6.2872	-7.60343	-4.97097
3708	183631	241.213	241.213	241.213
3871	183641	28.4876	27.1546	29.8206
4048	183652	-9.2376	-10.81	-7.66525
4230	183662	25.5372	24.0072	27.0672
4247	183662	243.037	241.123	244.951

3147	183597	-45.7624	-46.7639	-44.7609
3506	183618	-48.7128	-50.3275	-47.0981
4045	183652	-46.7376	-47.2022	-46.273

3525	183618	193.787	193.787	193.787
4064	183652	195.762	194.321	197.203

3345	183608	189.012	187.283	190.741
3704	183631	186.213	184.372	188.054
4243	183662	188.037	187.348	188.727

2972	183587	16.9628	16.1728	17.7528
3171	183597	264.238	262.145	266.331
3326	183608	-53.4876	-54.2355	-52.7397
3511	183618	18.7872	16.484	21.0904
3530	183618	261.287	260.307	262.267
3685	183631	-56.2872	-58.0853	-54.4891
3870	183641	15.9876	15.5784	16.3968
4069	183652	263.262	262.394	264.131
4224	183662	-54.4628	-54.4628	-54.4628





3167	183597	214.238	212.449	216.026
3345	183608	189.012	187.453	190.572
3498	183618	-148.713	-150.718	-146.707
3706	183631	216.213	215.709	216.717
3857	183641	-151.512	-152.1	-150.924
3884	183641	190.988	190.102	191.873


3692	183631	36.2128	34.5299	37.8957


3149	183597	-20.7624	-22.0971	-19.4277
3508	183618	-23.7128	-25.6437	-21.7819
4047	183652	-21.7376	-21.7376	-21.7376


2994	183587	296.963	295.026	298.9
3317	183608	-165.988	-167.638	-164.337
3353	183608	294.012	292.753	295.271
3676	183631	-168.787	-169.924	-167.65
3686	183631	-43.7872	-44.4026	-43.1718
3892	183641	295.988	295.354	296.621
4215	183662	-166.963	-167.327	-166.599
4225	183662	-41.9628	-43.8648	-40.0608
4251	183662	293.037	290.781	295.294

2991	183587	259.463	257.398	261.528
3144	183597	-83.2624	-84.9378	-81.587
3530	183618	261.287	260.876	261.698
3683	183631	-81.2872	-81.7651	-80.8093
4069	183652	263.262	261.783	264.741
4222	183662	-79.4628	-81.623	-77.3026

2991	183587	259.463	259.134	259.791
3185	183597	444.238	443.095	445.38
3530	183618	261.287	259.822	262.752
3889	183641	258.488	257.027	259.948
3902	183641	425.988	425.164	426.811
4069	183652	263.262	261.376	265.149
4080	183652	400.762	398.413	403.112
4081	183652	413.262	412.915	413.61
4251	183662	293.037	291.513	294.562
4259	183662	393.037	391.074	395

2973	183587	29.4628	28.0839	30.8417
3168	183597	226.738	226.017	227.458
3332	183608	26.5124	25.1144	27.9104
3527	183618	223.787	221.465	226.109
3871	183641	28.4876	27.3359	29.6393
4066	183652	225.762	224.73	226.795

2961	183587	-125.537	-125.975	-125.1
3175	183597	314.238	312.259	316.217
3500	183618	-123.713	-125.062	-122.364
3714	183631	316.213	315.638	316.787
3859	183641	-126.512	-128.056	-124.969
4253	183662	318.037	316.537	319.538

2967	183587	-50.5372	-51.1974	-49.877
2984	183587	166.963	166.468	167.458
3326	183608	-53.4876	-55.1068	-51.8684
3523	183618	168.787	167.546	170.029
3865	183641	-51.5124	-52.4564	-50.5684
3882	183641	165.988	164.475	167.501
4224	183662	-54.4628	-56.8645	-52.0611

3144	183597	-83.2624	-83.8184	-82.7064
3174	183597	301.738	300.027	303.448
3503	183618	-86.2128	-88.4167	-84.0089
3713	183631	303.713	303.603	303.822
4042	183652	-84.2376	-84.2376	-84.2376
4252	183662	305.537	303.707	307.368


2972	183587	16.9628	15.0253	18.9003
3153	183597	34.2376	33.0712	35.404
3180	183597	376.738	374.737	378.738
3511	183618	18.7872	18.7872	18.7872
3512	183618	31.2872	29.4899	33.0845
3539	183618	373.787	372.83	374.744
4050	183652	20.7624	18.6007	22.9241
4051	183652	33.2624	33.0436	33.4812
4078	183652	375.762	375.091	376.434

2954	183587	-213.037	-213.037	-213.037
2984	183587	166.963	165.182	168.743
3166	183597	201.738	201.267	202.208
3673	183631	-211.287	-213.389	-209.185
3882	183641	165.988	164.708	167.268
3885	183641	203.488	202.823	204.152
4032	183652	-214.238	-214.851	-213.625
4244	183662	200.537	198.679	202.395



2988	183587	221.963	221.096	222.83
3034	183587	811.963	809.463	814.463
3347	183608	219.012	216.986	221.039
3392	183608	791.512	789.012	794.012
3571	183618	783.787	781.287	786.287
3886	183641	220.988	220.988	220.988

2985	183587	179.463	179.463	179.463
3524	183618	181.287	179.684	182.891
3689	183631	-6.2872	-7.95993	-4.61447
3883	183641	178.488	177.221	179.755
4048	183652	-9.2376	-10.5964	-7.87881

3001	183587	384.463	382.407	386.518
3174	183597	301.738	300.546	302.929
3321	183608	-115.988	-116.486	-115.489
3540	183618	386.287	385.64	386.935
3713	183631	303.713	303.423	304.003
3860	183641	-114.012	-115.664	-112.361
4072	183652	300.762	298.325	303.2
4079	183652	388.262	386.586	389.939
4219	183662	-116.963	-118.225	-115.701
4252	183662	305.537	303.128	307.947

2971	183587	4.4628	3.47845	5.44715
3330	183608	1.5124	-0.715697	3.7405
3346	183608	206.512	206.07	206.955
3525	183618	193.787	192.73	194.844
3884	183641	190.988	189.091	192.884
4049	183652	3.2624	3.2624	3.2624
4065	183652	208.262	206.801	209.724

2967	183587	-50.5372	-51.2983	-49.7761
3345	183608	189.012	188.836	189.189
3506	183618	-48.7128	-50.8865	-46.5391
